10.0;0.0
160.0;6126.0
380.0;3585.0
420.0;10080.0
650.0;1583.0
680.0;3240.0
750.0;1624.0
800.0;3336.0
810.0;1666.0
930.0;3446.0
970.0;2185.0
980.0;3855.0
1020.0;2174.0
1030.0;3971.0
1040.0;1600.0
1120.0;3346.0
1210.0;1586.0
1410.0;3545.0
1440.0;1591.0
1580.0;2881.0
1640.0;1194.0
1710.0;2977.0
1730.0;1422.0
1760.0;6302.0
1960.0;8373.0
2050.0;6315.0
2090.0;8465.0
2250.0;6247.0
2410.0;8364.0
2470.0;5411.0
2660.0;8326.0
2910.0;6139.0
2920.0;8178.0
2950.0;6079.0
3110.0;8278.0
3150.0;6298.0
3170.0;8274.0
3340.0;6552.0
3350.0;8381.0
3450.0;5389.0
3590.0;8096.0
3630.0;5583.0
3770.0;6494.0
3830.0;5457.0
3860.0;6503.0
3930.0;5340.0
3950.0;6526.0
4090.0;5455.0
4120.0;6551.0
4130.0;5454.0
4210.0;6481.0
4290.0;3020.0
4410.0;8268.0
4490.0;1802.0
4590.0;7412.0
4830.0;6106.0
4850.0;7577.0
4890.0;5967.0
4920.0;7497.0
5080.0;6088.0
5170.0;7517.0
5220.0;4222.0
5310.0;14470.000000000002
5350.0;6541.0
5440.0;8054.0
5620.0;7168.0
5630.0;13620.000000000002
5820.0;6859.0
5840.0;13530.000000000002
5880.0;6780.0
5910.0;8197.0
6030.0;5985.0
6100.0;9024.0
6150.0;6217.0
6160.0;12800.000000000002
6170.0;6960.0
6290.0;6326.0
6330.0;7405.0
6350.0;6204.0
6420.0;7172.0
6470.0;5664.0
6570.0;7473.0
6620.0;6259.0
6730.0;7749.0
6880.0;6820.0
6900.0;14460.000000000002
7000.0;6532.0
7210.0;8280.0
7530.0;6251.0
7600.0;7947.0
7680.0;5981.0
7710.0;7513.0
7870.0;6025.0
7970.0;7529.0
8000.0;6175.0
8040.0;9920.0
8080.0;6215.0
8350.0;9255.0
8410.0;6699.0
8570.0;8272.0
8600.0;6628.0
8700.0;8275.0
8860.0;6878.0
8900.0;8203.0
9010.0;6181.0
9040.0;7604.0
9120.0;6389.0
9230.0;7870.0
9400.0;6745.0
9410.0;8970.0
9590.0;6040.0
9620.0;14090.000000000002
9650.0;5984.0
9730.0;13670.000000000002
9740.0;7230.0
9880.0;8063.0
9920.0;6853.0
9950.0;8033.0
10000.0;6886.0
10030.0;8029.0
10140.0;7000.0
10240.0;14710.000000000002
10250.0;7026.0
10460.0;12970.000000000002
10660.0;6439.0
10670.0;12660.000000000002
10910.0;5747.0
11160.0;7968.0
11260.0;6741.0
11360.0;8073.0
11390.0;6704.0
11540.0;8043.0
11590.0;6699.0
11610.0;8115.0
11660.0;6730.0
11680.0;9074.0
11920.0;6888.0
11930.0;13030.000000000002
12110.0;5981.0
12360.0;7566.0
12450.0;6134.0
12490.0;9379.0
12570.0;6225.0
12860.0;8291.0
12960.0;6959.0
12980.0;13050.000000000002
13040.0;6744.0
13090.0;8250.0
13100.0;6933.0
13350.0;8117.0
13370.0;6741.0
13420.0;8054.0
13560.0;6393.0
13590.0;7533.0
13640.0;6369.0
13650.0;7347.0
13710.0;6312.0
13850.0;7256.0
13910.0;6158.0
13920.0;7342.0
13970.0;6165.0
14000.0;7606.0
14030.0;5959.0
14050.0;7607.0
14230.0;6167.0
14340.0;14160.000000000002
14360.0;6101.0
14410.0;8160.0
14420.0;6797.0
14480.0;8197.0
14550.0;6818.0
14670.0;8237.0
14700.0;6792.0
14740.0;8031.0
14750.0;6733.0
14860.0;7457.0
14870.0;10070.0
14960.0;6832.0
14970.0;13540.000000000002
15020.0;6082.0
15070.0;7683.0
15290.0;6197.0
15340.0;7839.0
15370.0;6238.0
15510.0;7562.0
15620.0;6261.0
15670.0;7587.0
15700.0;6217.0
15840.0;7884.0
15960.0;6770.0
16000.0;8101.0
16020.0;6671.0
16060.0;8051.0
16080.0;6597.0
16140.0;8055.0
16220.0;7093.0
16240.0;12000.000000000002
16280.0;6801.0
16310.0;8207.0
16610.0;6221.0
16660.0;14480.000000000002
16680.0;6489.0
16800.0;7496.0
16940.0;6344.0
16980.0;7633.0
17070.0;6317.0
17080.0;12210.000000000002
17170.0;6975.0
17180.0;12380.000000000002
17280.0;7088.0
17290.0;13690.000000000002
17350.0;6868.0
17390.0;14170.000000000002
17410.0;6799.0
17660.0;8376.0
17690.0;6832.0
17830.0;8049.0
17930.0;6778.0
17990.0;8419.0
18000.0;6506.0
18050.0;7537.0
18280.0;6096.0
18310.0;7555.0
18410.0;6103.0
18490.0;7423.0
18530.0;5918.0
18660.0;13530.000000000002
18730.0;6087.0
18750.0;9227.0
18760.0;7565.0
18950.0;6688.0
18970.0;8338.0
19070.0;6678.0
19120.0;8086.0
19260.0;6670.0
19440.0;9781.0
19610.0;5838.0
19720.0;9428.0
19730.0;6376.0
19750.0;7701.0
19860.0;6177.0
19980.0;7607.0
20190.0;5903.0
20440.0;13730.000000000002
20600.0;6570.0
20650.0;14020.000000000002
20670.0;6990.0
20750.0;8204.0
20920.0;6689.0
20970.0;8243.0
21050.0;6419.0
21100.0;9087.0
21260.0;4897.0
21280.0;13880.000000000002
21320.0;6617.0
21470.0;7327.0
21520.0;6205.0
21540.0;7591.0
21580.0;6051.0
21620.0;7685.0
21660.0;6040.0
21700.0;7536.0
21720.0;6112.0
21900.0;7318.0
21910.0;12060.000000000002
21930.0;6778.0
21960.0;8255.0
22050.0;6722.0
22360.0;8171.0
22590.0;6226.0
22620.0;7557.0
22650.0;6200.0
22800.0;7417.0
22910.0;6248.0
22940.0;7516.0
23100.0;6385.0
23140.0;7752.0
23170.0;6414.0
23180.0;12920.000000000002
23250.0;5968.0
23280.0;8104.0
23430.0;6549.0
23460.0;8240.0
23520.0;6714.0
23620.0;8262.0
23840.0;6784.0
23870.0;8180.0
23910.0;6765.0
23930.0;14020.000000000002
24160.0;6297.0
24240.0;12650.000000000002
24440.0;6727.0
24450.0;13010.000000000002
24570.0;6245.0
24610.0;8057.0
24760.0;6138.0
24860.0;8076.0
24900.0;6566.0
24920.0;9698.0
25040.0;6249.0
25130.0;8096.0
25220.0;6471.0
25460.0;8193.0
25490.0;5993.0
25850.0;8386.0
25890.0;6717.0
26120.0;8217.0
26170.0;6072.0
26180.0;7586.0
26210.0;6399.0
26450.0;7575.0
